number_series,answer,obfuscation
"824, 568, 793, 597, 766, ?",622,"c9f0f895fb98ab9159f51fd0297e236d c81e728d9d4c2f636f067f89cc14862c a87ff679a2f3e71d9181a67b7542122c, e4da3b7fbbce2345d7772b0674a318d5 1679091c5a880faf6fb5e6087eb1b2dc c9f0f895fb98ab9159f51fd0297e236d, 8f14e45fceea167a5a36dedd4bea2543 45c48cce2e2d7fbdea1afc51c7c6ad26 eccbc87e4b5ce2fe28308fd9f2a7baf3, e4da3b7fbbce2345d7772b0674a318d5 45c48cce2e2d7fbdea1afc51c7c6ad26 8f14e45fceea167a5a36dedd4bea2543, 8f14e45fceea167a5a36dedd4bea2543 1679091c5a880faf6fb5e6087eb1b2dc 1679091c5a880faf6fb5e6087eb1b2dc, ?"
"3, 10, 24, 50, ?, 170",120,"eccbc87e4b5ce2fe28308fd9f2a7baf3, 10, 24, 50, ?, c4ca4238a0b923820dcc509a6f75849b 8f14e45fceea167a5a36dedd4bea2543 cfcd208495d565ef66e7dff9f98764da"
"46, 57, 70, 81, ?, 105",94,"a87ff679a2f3e71d9181a67b7542122c 1679091c5a880faf6fb5e6087eb1b2dc, 57, 8f14e45fceea167a5a36dedd4bea2543 cfcd208495d565ef66e7dff9f98764da, c9f0f895fb98ab9159f51fd0297e236d c4ca4238a0b923820dcc509a6f75849b, ?, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da e4da3b7fbbce2345d7772b0674a318d5"
"5, 36, 191, 966, ?, 24216",4841,"e4da3b7fbbce2345d7772b0674a318d5, eccbc87e4b5ce2fe28308fd9f2a7baf3 1679091c5a880faf6fb5e6087eb1b2dc, c4ca4238a0b923820dcc509a6f75849b 45c48cce2e2d7fbdea1afc51c7c6ad26 c4ca4238a0b923820dcc509a6f75849b, 45c48cce2e2d7fbdea1afc51c7c6ad26 1679091c5a880faf6fb5e6087eb1b2dc 1679091c5a880faf6fb5e6087eb1b2dc, ?, c81e728d9d4c2f636f067f89cc14862c a87ff679a2f3e71d9181a67b7542122c c81e728d9d4c2f636f067f89cc14862c c4ca4238a0b923820dcc509a6f75849b 1679091c5a880faf6fb5e6087eb1b2dc"
"2, 6, 18, 54, ...",162,"c81e728d9d4c2f636f067f89cc14862c, 6, 18, 54, ..."
"452, 790, 1466, 2818, 5522, ?",10930,"a87ff679a2f3e71d9181a67b7542122c e4da3b7fbbce2345d7772b0674a318d5 c81e728d9d4c2f636f067f89cc14862c, 8f14e45fceea167a5a36dedd4bea2543 45c48cce2e2d7fbdea1afc51c7c6ad26 cfcd208495d565ef66e7dff9f98764da, c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c 1679091c5a880faf6fb5e6087eb1b2dc 1679091c5a880faf6fb5e6087eb1b2dc, c81e728d9d4c2f636f067f89cc14862c c9f0f895fb98ab9159f51fd0297e236d c4ca4238a0b923820dcc509a6f75849b c9f0f895fb98ab9159f51fd0297e236d, 5522, ?"
"14, 28, 20, 40, 32, 64, ...",56,"14, 28, 20, 40, 32, 1679091c5a880faf6fb5e6087eb1b2dc a87ff679a2f3e71d9181a67b7542122c, ..."
"120, 145, ?, 197, 224, 257",168,"c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da, c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c e4da3b7fbbce2345d7772b0674a318d5, ?, c4ca4238a0b923820dcc509a6f75849b 45c48cce2e2d7fbdea1afc51c7c6ad26 8f14e45fceea167a5a36dedd4bea2543, c81e728d9d4c2f636f067f89cc14862c c81e728d9d4c2f636f067f89cc14862c a87ff679a2f3e71d9181a67b7542122c, c81e728d9d4c2f636f067f89cc14862c e4da3b7fbbce2345d7772b0674a318d5 8f14e45fceea167a5a36dedd4bea2543"
"15, 19, 83, 119, 631, ?",731,"15, c4ca4238a0b923820dcc509a6f75849b 45c48cce2e2d7fbdea1afc51c7c6ad26, c9f0f895fb98ab9159f51fd0297e236d eccbc87e4b5ce2fe28308fd9f2a7baf3, c4ca4238a0b923820dcc509a6f75849b c4ca4238a0b923820dcc509a6f75849b 45c48cce2e2d7fbdea1afc51c7c6ad26, 631, ?"
"6, 11, 18, 27, ...",38,"6, 11, c4ca4238a0b923820dcc509a6f75849b c9f0f895fb98ab9159f51fd0297e236d, 27, ..."
"1024, 520, 268, 142, ?, 47.5",79,"c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da c81e728d9d4c2f636f067f89cc14862c a87ff679a2f3e71d9181a67b7542122c, 520, 268, c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c c81e728d9d4c2f636f067f89cc14862c, ?, 47.5"
"2, 18, 36, ?, 98, 146, 188",68,"2, c4ca4238a0b923820dcc509a6f75849b c9f0f895fb98ab9159f51fd0297e236d, eccbc87e4b5ce2fe28308fd9f2a7baf3 1679091c5a880faf6fb5e6087eb1b2dc, ?, 45c48cce2e2d7fbdea1afc51c7c6ad26 c9f0f895fb98ab9159f51fd0297e236d, c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c 1679091c5a880faf6fb5e6087eb1b2dc, c4ca4238a0b923820dcc509a6f75849b c9f0f895fb98ab9159f51fd0297e236d c9f0f895fb98ab9159f51fd0297e236d"
"5, 20, 320, 1280, 20480, ?",81920,"e4da3b7fbbce2345d7772b0674a318d5, c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da, eccbc87e4b5ce2fe28308fd9f2a7baf3 c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da, c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c c9f0f895fb98ab9159f51fd0297e236d cfcd208495d565ef66e7dff9f98764da, c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da a87ff679a2f3e71d9181a67b7542122c c9f0f895fb98ab9159f51fd0297e236d cfcd208495d565ef66e7dff9f98764da, ?"
"1, 5, 19, 81, ...",411,"c4ca4238a0b923820dcc509a6f75849b, 5, 19, 81, ..."
"21, ?, 52, 80, 119, 171",33,"c81e728d9d4c2f636f067f89cc14862c c4ca4238a0b923820dcc509a6f75849b, ?, 52, 80, c4ca4238a0b923820dcc509a6f75849b c4ca4238a0b923820dcc509a6f75849b 45c48cce2e2d7fbdea1afc51c7c6ad26, c4ca4238a0b923820dcc509a6f75849b 8f14e45fceea167a5a36dedd4bea2543 c4ca4238a0b923820dcc509a6f75849b"
"5.2, 4.8, 4.4, 4, ...",3.6,"5.2, 4.8, 4.4, a87ff679a2f3e71d9181a67b7542122c, ..."
"625, 663, 755, 745, 863, 835",863,"625, 663, 8f14e45fceea167a5a36dedd4bea2543 e4da3b7fbbce2345d7772b0674a318d5 e4da3b7fbbce2345d7772b0674a318d5, 8f14e45fceea167a5a36dedd4bea2543 a87ff679a2f3e71d9181a67b7542122c e4da3b7fbbce2345d7772b0674a318d5, c9f0f895fb98ab9159f51fd0297e236d 1679091c5a880faf6fb5e6087eb1b2dc eccbc87e4b5ce2fe28308fd9f2a7baf3, c9f0f895fb98ab9159f51fd0297e236d eccbc87e4b5ce2fe28308fd9f2a7baf3 e4da3b7fbbce2345d7772b0674a318d5"
"3, 9, 24, 57, ?, 267, 552",126,"3, 45c48cce2e2d7fbdea1afc51c7c6ad26, c81e728d9d4c2f636f067f89cc14862c a87ff679a2f3e71d9181a67b7542122c, e4da3b7fbbce2345d7772b0674a318d5 8f14e45fceea167a5a36dedd4bea2543, ?, c81e728d9d4c2f636f067f89cc14862c 1679091c5a880faf6fb5e6087eb1b2dc 8f14e45fceea167a5a36dedd4bea2543, e4da3b7fbbce2345d7772b0674a318d5 e4da3b7fbbce2345d7772b0674a318d5 c81e728d9d4c2f636f067f89cc14862c"
"5, 9, 13, 17, 21, ...",25,"5, 9, c4ca4238a0b923820dcc509a6f75849b eccbc87e4b5ce2fe28308fd9f2a7baf3, c4ca4238a0b923820dcc509a6f75849b 8f14e45fceea167a5a36dedd4bea2543, 21, ..."
"11043, 11056, 11045, 11054, 11047, ?",11052,"11043, c4ca4238a0b923820dcc509a6f75849b c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da e4da3b7fbbce2345d7772b0674a318d5 1679091c5a880faf6fb5e6087eb1b2dc, c4ca4238a0b923820dcc509a6f75849b c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da a87ff679a2f3e71d9181a67b7542122c e4da3b7fbbce2345d7772b0674a318d5, 11054, c4ca4238a0b923820dcc509a6f75849b c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da a87ff679a2f3e71d9181a67b7542122c 8f14e45fceea167a5a36dedd4bea2543, ?"
"105, 118, 111.5, 124.5, 118, ?",131,"c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da e4da3b7fbbce2345d7772b0674a318d5, c4ca4238a0b923820dcc509a6f75849b c4ca4238a0b923820dcc509a6f75849b c9f0f895fb98ab9159f51fd0297e236d, 111.5, 124.5, c4ca4238a0b923820dcc509a6f75849b c4ca4238a0b923820dcc509a6f75849b c9f0f895fb98ab9159f51fd0297e236d, ?"
"25, 33, 54, 99, 179, ?",305,"25, 33, e4da3b7fbbce2345d7772b0674a318d5 a87ff679a2f3e71d9181a67b7542122c, 45c48cce2e2d7fbdea1afc51c7c6ad26 45c48cce2e2d7fbdea1afc51c7c6ad26, c4ca4238a0b923820dcc509a6f75849b 8f14e45fceea167a5a36dedd4bea2543 45c48cce2e2d7fbdea1afc51c7c6ad26, ?"
"143, 151, 158, 172, 182, ?",193,"c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c eccbc87e4b5ce2fe28308fd9f2a7baf3, 151, 158, c4ca4238a0b923820dcc509a6f75849b 8f14e45fceea167a5a36dedd4bea2543 c81e728d9d4c2f636f067f89cc14862c, c4ca4238a0b923820dcc509a6f75849b c9f0f895fb98ab9159f51fd0297e236d c81e728d9d4c2f636f067f89cc14862c, ?"
"144, 153, 171, 207, 279, ?",423,"c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c a87ff679a2f3e71d9181a67b7542122c, c4ca4238a0b923820dcc509a6f75849b e4da3b7fbbce2345d7772b0674a318d5 eccbc87e4b5ce2fe28308fd9f2a7baf3, c4ca4238a0b923820dcc509a6f75849b 8f14e45fceea167a5a36dedd4bea2543 c4ca4238a0b923820dcc509a6f75849b, c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da 8f14e45fceea167a5a36dedd4bea2543, c81e728d9d4c2f636f067f89cc14862c 8f14e45fceea167a5a36dedd4bea2543 45c48cce2e2d7fbdea1afc51c7c6ad26, ?"
"7, 11, 15, 19, 23, ...",27,"7, c4ca4238a0b923820dcc509a6f75849b c4ca4238a0b923820dcc509a6f75849b, 15, c4ca4238a0b923820dcc509a6f75849b 45c48cce2e2d7fbdea1afc51c7c6ad26, 23, ..."
"2, 5, 12.5, ...",31.25,"c81e728d9d4c2f636f067f89cc14862c, 5, 12.5, ..."
"86, 87, 92, 98, 106",87,"c9f0f895fb98ab9159f51fd0297e236d 1679091c5a880faf6fb5e6087eb1b2dc, c9f0f895fb98ab9159f51fd0297e236d 8f14e45fceea167a5a36dedd4bea2543, 45c48cce2e2d7fbdea1afc51c7c6ad26 c81e728d9d4c2f636f067f89cc14862c, 45c48cce2e2d7fbdea1afc51c7c6ad26 c9f0f895fb98ab9159f51fd0297e236d, 106"
"3, 7, 15, 31, ?, 127",53,"eccbc87e4b5ce2fe28308fd9f2a7baf3, 8f14e45fceea167a5a36dedd4bea2543, c4ca4238a0b923820dcc509a6f75849b e4da3b7fbbce2345d7772b0674a318d5, eccbc87e4b5ce2fe28308fd9f2a7baf3 c4ca4238a0b923820dcc509a6f75849b, ?, c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c 8f14e45fceea167a5a36dedd4bea2543"
"9, 24, 69, 204, 609, ?",1824,"9, 24, 1679091c5a880faf6fb5e6087eb1b2dc 45c48cce2e2d7fbdea1afc51c7c6ad26, 204, 1679091c5a880faf6fb5e6087eb1b2dc cfcd208495d565ef66e7dff9f98764da 45c48cce2e2d7fbdea1afc51c7c6ad26, ?"
"3, 11, 29, 67, 145, ?",303,"eccbc87e4b5ce2fe28308fd9f2a7baf3, c4ca4238a0b923820dcc509a6f75849b c4ca4238a0b923820dcc509a6f75849b, c81e728d9d4c2f636f067f89cc14862c 45c48cce2e2d7fbdea1afc51c7c6ad26, 67, 145, ?"
"4, 20, 29, 38, 47, 56, ?",65,"4, 20, 29, eccbc87e4b5ce2fe28308fd9f2a7baf3 c9f0f895fb98ab9159f51fd0297e236d, a87ff679a2f3e71d9181a67b7542122c 8f14e45fceea167a5a36dedd4bea2543, 56, ?"
"2, 3, 14, 69, 340, ?",1825,"c81e728d9d4c2f636f067f89cc14862c, eccbc87e4b5ce2fe28308fd9f2a7baf3, c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c, 69, eccbc87e4b5ce2fe28308fd9f2a7baf3 a87ff679a2f3e71d9181a67b7542122c cfcd208495d565ef66e7dff9f98764da, ?"
"4, 5, 18, 19, 68, 69, ...",262,"a87ff679a2f3e71d9181a67b7542122c, 5, c4ca4238a0b923820dcc509a6f75849b c9f0f895fb98ab9159f51fd0297e236d, 19, 68, 69, ..."
"11, 12, 39, 164, 507, ?",1236,"c4ca4238a0b923820dcc509a6f75849b c4ca4238a0b923820dcc509a6f75849b, c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c, eccbc87e4b5ce2fe28308fd9f2a7baf3 45c48cce2e2d7fbdea1afc51c7c6ad26, c4ca4238a0b923820dcc509a6f75849b 1679091c5a880faf6fb5e6087eb1b2dc a87ff679a2f3e71d9181a67b7542122c, e4da3b7fbbce2345d7772b0674a318d5 cfcd208495d565ef66e7dff9f98764da 8f14e45fceea167a5a36dedd4bea2543, ?"
"26, 58, 127, 264, 625, 1016",625,"26, e4da3b7fbbce2345d7772b0674a318d5 c9f0f895fb98ab9159f51fd0297e236d, c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c 8f14e45fceea167a5a36dedd4bea2543, c81e728d9d4c2f636f067f89cc14862c 1679091c5a880faf6fb5e6087eb1b2dc a87ff679a2f3e71d9181a67b7542122c, 1679091c5a880faf6fb5e6087eb1b2dc c81e728d9d4c2f636f067f89cc14862c e4da3b7fbbce2345d7772b0674a318d5, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da c4ca4238a0b923820dcc509a6f75849b 1679091c5a880faf6fb5e6087eb1b2dc"
"2, 6, 12, 20, ...",30,"c81e728d9d4c2f636f067f89cc14862c, 6, 12, 20, ..."
"0, 4, 12, 76, ?",2766,"cfcd208495d565ef66e7dff9f98764da, a87ff679a2f3e71d9181a67b7542122c, c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c, 8f14e45fceea167a5a36dedd4bea2543 1679091c5a880faf6fb5e6087eb1b2dc, ?"
"4, 4, 11, 37, 100, ?",224,"a87ff679a2f3e71d9181a67b7542122c, 4, 11, eccbc87e4b5ce2fe28308fd9f2a7baf3 8f14e45fceea167a5a36dedd4bea2543, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da cfcd208495d565ef66e7dff9f98764da, ?"
"62, 74, 80, 86, 95, ..., 158",113,"62, 74, c9f0f895fb98ab9159f51fd0297e236d cfcd208495d565ef66e7dff9f98764da, c9f0f895fb98ab9159f51fd0297e236d 1679091c5a880faf6fb5e6087eb1b2dc, 95, ..., 158"
"35, 65, ?, 725, 3605, 21605, 151205",185,"eccbc87e4b5ce2fe28308fd9f2a7baf3 e4da3b7fbbce2345d7772b0674a318d5, 65, ?, 8f14e45fceea167a5a36dedd4bea2543 c81e728d9d4c2f636f067f89cc14862c e4da3b7fbbce2345d7772b0674a318d5, eccbc87e4b5ce2fe28308fd9f2a7baf3 1679091c5a880faf6fb5e6087eb1b2dc cfcd208495d565ef66e7dff9f98764da e4da3b7fbbce2345d7772b0674a318d5, c81e728d9d4c2f636f067f89cc14862c c4ca4238a0b923820dcc509a6f75849b 1679091c5a880faf6fb5e6087eb1b2dc cfcd208495d565ef66e7dff9f98764da e4da3b7fbbce2345d7772b0674a318d5, c4ca4238a0b923820dcc509a6f75849b e4da3b7fbbce2345d7772b0674a318d5 c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da e4da3b7fbbce2345d7772b0674a318d5"
"88, 115, 144, 175, 208, ?",234,"c9f0f895fb98ab9159f51fd0297e236d c9f0f895fb98ab9159f51fd0297e236d, c4ca4238a0b923820dcc509a6f75849b c4ca4238a0b923820dcc509a6f75849b e4da3b7fbbce2345d7772b0674a318d5, c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c a87ff679a2f3e71d9181a67b7542122c, c4ca4238a0b923820dcc509a6f75849b 8f14e45fceea167a5a36dedd4bea2543 e4da3b7fbbce2345d7772b0674a318d5, c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da c9f0f895fb98ab9159f51fd0297e236d, ?"
"4, 2, 2, 3, 6, ?",15,"a87ff679a2f3e71d9181a67b7542122c, c81e728d9d4c2f636f067f89cc14862c, 2, eccbc87e4b5ce2fe28308fd9f2a7baf3, 1679091c5a880faf6fb5e6087eb1b2dc, ?"
"2, 4, 8, 10, 14, ...",16,"2, 4, 8, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da, 14, ..."
"76, 304, ?, 43776, 1094400, 39398400",2736,"8f14e45fceea167a5a36dedd4bea2543 1679091c5a880faf6fb5e6087eb1b2dc, eccbc87e4b5ce2fe28308fd9f2a7baf3 cfcd208495d565ef66e7dff9f98764da a87ff679a2f3e71d9181a67b7542122c, ?, a87ff679a2f3e71d9181a67b7542122c eccbc87e4b5ce2fe28308fd9f2a7baf3 8f14e45fceea167a5a36dedd4bea2543 8f14e45fceea167a5a36dedd4bea2543 1679091c5a880faf6fb5e6087eb1b2dc, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da 45c48cce2e2d7fbdea1afc51c7c6ad26 a87ff679a2f3e71d9181a67b7542122c a87ff679a2f3e71d9181a67b7542122c cfcd208495d565ef66e7dff9f98764da cfcd208495d565ef66e7dff9f98764da, eccbc87e4b5ce2fe28308fd9f2a7baf3 45c48cce2e2d7fbdea1afc51c7c6ad26 eccbc87e4b5ce2fe28308fd9f2a7baf3 45c48cce2e2d7fbdea1afc51c7c6ad26 c9f0f895fb98ab9159f51fd0297e236d a87ff679a2f3e71d9181a67b7542122c cfcd208495d565ef66e7dff9f98764da cfcd208495d565ef66e7dff9f98764da"
"4, 18, ?, 100, 180, 294, 448",48,"4, c4ca4238a0b923820dcc509a6f75849b c9f0f895fb98ab9159f51fd0297e236d, ?, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da cfcd208495d565ef66e7dff9f98764da, 180, 294, 448"
"60, 90, 180, 450, 1360, 4725",1360,"60, 45c48cce2e2d7fbdea1afc51c7c6ad26 cfcd208495d565ef66e7dff9f98764da, c4ca4238a0b923820dcc509a6f75849b c9f0f895fb98ab9159f51fd0297e236d cfcd208495d565ef66e7dff9f98764da, a87ff679a2f3e71d9181a67b7542122c e4da3b7fbbce2345d7772b0674a318d5 cfcd208495d565ef66e7dff9f98764da, c4ca4238a0b923820dcc509a6f75849b eccbc87e4b5ce2fe28308fd9f2a7baf3 1679091c5a880faf6fb5e6087eb1b2dc cfcd208495d565ef66e7dff9f98764da, a87ff679a2f3e71d9181a67b7542122c 8f14e45fceea167a5a36dedd4bea2543 c81e728d9d4c2f636f067f89cc14862c e4da3b7fbbce2345d7772b0674a318d5"
"2, 12, 36, 80, 150, 252, ?",392,"c81e728d9d4c2f636f067f89cc14862c, c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c, 36, 80, c4ca4238a0b923820dcc509a6f75849b e4da3b7fbbce2345d7772b0674a318d5 cfcd208495d565ef66e7dff9f98764da, 252, ?"
"2048, 516, 1032, 262, ?, 135, 270",524,"2048, e4da3b7fbbce2345d7772b0674a318d5 c4ca4238a0b923820dcc509a6f75849b 1679091c5a880faf6fb5e6087eb1b2dc, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da eccbc87e4b5ce2fe28308fd9f2a7baf3 c81e728d9d4c2f636f067f89cc14862c, c81e728d9d4c2f636f067f89cc14862c 1679091c5a880faf6fb5e6087eb1b2dc c81e728d9d4c2f636f067f89cc14862c, ?, c4ca4238a0b923820dcc509a6f75849b eccbc87e4b5ce2fe28308fd9f2a7baf3 e4da3b7fbbce2345d7772b0674a318d5, c81e728d9d4c2f636f067f89cc14862c 8f14e45fceea167a5a36dedd4bea2543 cfcd208495d565ef66e7dff9f98764da"
"2, 10, 30, 68, 130, ?",222,"c81e728d9d4c2f636f067f89cc14862c, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da, 30, 68, c4ca4238a0b923820dcc509a6f75849b eccbc87e4b5ce2fe28308fd9f2a7baf3 cfcd208495d565ef66e7dff9f98764da, ?"
"201, 196, 181, 146, 121, 76, 21",146,"c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da c4ca4238a0b923820dcc509a6f75849b, c4ca4238a0b923820dcc509a6f75849b 45c48cce2e2d7fbdea1afc51c7c6ad26 1679091c5a880faf6fb5e6087eb1b2dc, 181, c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c 1679091c5a880faf6fb5e6087eb1b2dc, 121, 76, c81e728d9d4c2f636f067f89cc14862c c4ca4238a0b923820dcc509a6f75849b"
"32, 24, 20, 18, 17, ?",16.5,"eccbc87e4b5ce2fe28308fd9f2a7baf3 c81e728d9d4c2f636f067f89cc14862c, c81e728d9d4c2f636f067f89cc14862c a87ff679a2f3e71d9181a67b7542122c, c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da, 18, 17, ?"
